0	4486
0	7
0	777
0	2699
0	270
0	6420
0	4247
0	1048
0	12830
0	27
0	3742
0	7968
0	10786
0	292
0	37
0	4648
0	939
0	1069
0	307
0	178
0	1331
0	437
0	3254
0	8159
0	4542
0	2372
0	12706
0	7204
0	2011
0	351
0	1897
0	1642
0	7401
0	125
1	37
1	1126
1	3250
1	3815
1	45
1	1134
1	80
1	1048
1	178
1	407
1	472
1	508
1	861
1	12830
2	1664
2	4225
2	8837
2	5510
2	7
2	777
2	141
2	2963
2	10901
2	3351
2	2970
2	1819
2	12830
2	292
2	5034
2	7091
2	9865
2	6201
2	75
2	11602
2	10725
2	1897
2	1642
2	1003
2	1138
2	499
2	376
2	1150
3	5825
3	642
3	7483
3	1573
4	4225
4	419
4	2372
4	777
4	1642
4	4238
4	1363
4	7401
4	763
4	796
5	248
5	2385
5	1246
5	12247
6	4359
6	4872
6	427
6	5768
6	3604
6	8983
6	1048
6	345
6	8859
7	10786
7	7204
7	8837
7	8908
7	11824
7	4278
7	10681
7	5209
7	9116
7	9757
7	8063
8	6402
8	5731
8	8780
8	5644
8	2957
8	835
8	7477
8	3190
8	11445
9	465
9	1210
9	4299
9	7204
9	262
10	1665
10	2906
10	1851
10	1324
11	417
11	130
11	515
11	11470
11	8592
11	6139
11	2301
12	1048
12	7401
12	316
12	11662
13	67
13	7780
13	5829
13	9841
13	328
13	12201
13	1802
13	9996
13	12283
13	12272
13	5179
13	11761
13	12190
13	12644
13	12471
13	3320
13	12324
13	1722
13	3547
13	12440
13	4638
14	1216
14	777
14	1347
14	1587
15	4225
15	67
15	61
15	2590
16	987
16	1876
16	4205
16	8678
16	6965
17	8193
17	7717
17	5417
17	5388
17	2901
17	7098
17	5979
18	1048
18	777
18	7314
18	597
19	960
19	201
19	3314
19	7127
20	672
20	1048
20	2466
20	1208
21	1796
21	12727
21	3085
21	912
21	1681
21	152
21	7836
21	2975
21	672
21	2730
21	9644
21	10798
21	6071
21	10681
21	1216
21	195
21	2119
21	5707
21	3022
21	11731
21	1495
21	7002
21	10973
21	1635
21	228
21	10992
21	882
21	3572
21	2424
21	1786
21	12411
21	2558
22	1347
22	2372
22	4488
22	9068
22	9677
22	7828
22	4278
22	2686
22	1055
23	4225
23	34
23	67
23	4073
23	4504
23	2808
23	408
23	2301
23	414
24	6049
24	835
24	11972
24	1897
24	1808
24	1208
24	468
24	2005
24	1048
25	5209
25	7837
25	4718
25	7663
26	4992
26	5633
26	5378
26	131
26	4358
26	780
26	5389
26	4845
26	3088
26	5797
26	4498
26	6292
26	6550
26	11800
26	6914
26	6816
26	4124
26	1693
26	6430
26	5792
26	2081
26	5796
26	5638
26	5670
26	4007
26	6369
26	6572
26	6189
26	2990
26	5552
26	6194
26	2355
26	4661
26	4279
26	4795
26	4924
26	5950
26	4159
26	6465
26	6722
26	5571
26	4934
26	5669
26	6094
26	4303
26	82
26	6869
26	5335
26	986
26	6110
26	5215
26	6032
26	6371
26	4453
26	6111
26	5095
26	1384
26	3435
26	3309
26	5875
26	4342
26	5623
26	4473
26	5242
26	4987
26	4093
26	5741
27	3266
27	11653
27	7401
27	10219
27	1134
27	7476
27	1653
27	3418
27	10170
28	3083
28	524
28	6671
28	2065
28	6164
28	1048
28	1562
28	3611
28	1053
28	1064
28	1065
28	2602
28	5167
28	11826
28	9783
28	1080
28	1084
28	2997
28	3137
28	1091
28	6668
28	8780
28	1103
28	615
28	6760
28	3693
28	6254
28	7793
28	6776
28	11393
28	12422
28	1671
28	2664
28	2188
28	12226
28	9875
28	10390
28	664
28	1177
28	667
28	7326
28	1711
28	5812
28	1206
28	1226
28	3787
28	716
28	10957
28	2773
28	6361
28	6364
28	6184
28	4344
28	9466
28	9467
28	7893
28	1280
28	12545
28	6918
28	777
28	5394
28	6423
28	7968
28	7972
28	9511
28	7469
28	3886
28	818
28	9523
28	7476
28	8503
28	5954
28	6472
28	3212
28	12619
28	3416
28	7002
28	3422
28	1382
28	3440
28	3444
28	1411
28	901
28	7046
28	3978
28	4494
28	7576
28	5530
28	417
28	5547
28	8108
28	2477
28	2993
28	3742
28	1975
28	1465
28	10682
28	10690
28	5590
28	2009
28	5082
28	2523
28	493
28	3058
28	767
28	2045
29	10690
29	1671
29	777
29	3693
29	10786
29	1437
29	3742
30	2808
30	7002
30	493
30	2342
31	3351
31	841
31	387
31	271
32	432
32	417
32	67
32	1923
32	243
33	2512
33	4225
33	195
33	2492
34	1825
34	585
34	2892
34	1298
34	1205
34	3511
34	1661
35	1471
35	1573
35	1495
35	719
36	2034
36	51
36	7836
36	1459
37	768
37	1048
37	3593
37	375
38	1088
38	1671
38	7476
38	1335
39	7401
39	12830
39	1653
39	454
39	4542
40	65
40	7414
40	1878
40	1126
40	1345
40	11393
40	10700
40	6701
40	7793
40	1876
40	341
40	598
40	7576
40	12312
40	1084
41	2081
41	7303
41	7836
41	2005
41	2808
41	7002
41	2268
42	5600
42	4577
42	4547
42	4805
42	4207
